OBSS,1005206,1007336,26
OBSS,1007421,1009946,31
OBSS,1011140,1015338,52
0,1011140,1012472,16
1,1011267,1012593,59
1,1012684,1014010,59
1,1014109,1015435,59
OBSS,1015431,1020907,68
1,1015525,1016851,59
1,1016942,1017085,4
OBSS,1021001,1026477,68
OBSS,1028788,1034264,68
OBSS,1034357,1039833,68
OBSS,1039918,1045394,68
OBSS,1045487,1050963,68
OBSS,1051057,1056533,68
OBSS,1056626,1062102,68
0,1062290,1063472,14
1,1063529,1063930,16
OBSS,1063623,1069099,68
1,1064003,1064880,38
1,1064970,1066296,59
1,1066396,1067722,59
1,1067812,1069138,59
0,1069184,1070516,16
OBSS,1069184,1074660,68
1,1069229,1070555,59
1,1070645,1071971,59
1,1072061,1073387,59
1,1073487,1074813,59
OBSS,1074753,1080229,68
1,1074903,1075046,4
OBSS,1080322,1085798,68
OBSS,1085883,1091359,68
OBSS,1091452,1096928,68
OBSS,1097013,1102489,68
OBSS,1102582,1108058,68
0,1108246,1109428,14
1,1109485,1109886,16
OBSS,1109579,1115055,68
1,1109959,1110836,38
1,1110935,1112261,59
1,1112352,1113678,59
1,1113777,1115103,59
0,1115140,1116472,16
1,1115203,1116529,59
0,1116556,1117888,16
1,1116628,1117954,59
0,1117981,1119313,16
1,1118053,1119379,59
0,1119407,1120739,16
1,1119479,1120805,59
0,1120832,1122164,16
1,1120895,1122221,59
0,1122249,1123581,16
1,1122312,1123638,59
0,1123665,1124997,16
1,1123737,1125063,59
0,1125081,1126413,16
1,1125153,1126479,59
1,1127293,1128619,59
1,1128709,1130035,59
1,1130126,1131452,59
OBSS,1130416,1135892,68
1,1131542,1132868,59
1,1132967,1134293,59
1,1134393,1135719,59
1,1135818,1137144,59
0,1135976,1137308,16
OBSS,1135976,1141452,68
1,1137244,1138570,59
1,1138669,1139995,59
1,1140085,1141411,59
1,1141502,1142828,59
OBSS,1141537,1147013,68
1,1142918,1143061,4
0,1147201,1148383,14
1,1148440,1148841,16
OBSS,1148534,1154010,68
1,1148913,1149790,38
1,1149881,1151207,59
1,1151306,1152632,59
1,1152723,1154049,59
0,1154094,1155426,16
OBSS,1154094,1159570,68
1,1154148,1155474,59
1,1155574,1156900,59
1,1156990,1158316,59
1,1158406,1159732,59
0,1159759,1160941,14
1,1159823,1160007,6
1,1160079,1160181,2
1,1160253,1160355,2
1,1160428,1160544,3
1,1160616,1160718,2
1,1160790,1160892,2
1,1160964,1161066,2
0,1161025,1162357,16
1,1161225,1162551,59
0,1162451,1163783,16
1,1162650,1163976,59
0,1163867,1165199,16
1,1164076,1165402,59
0,1165293,1166625,16
1,1165492,1166818,59
0,1166709,1168041,16
1,1166917,1168243,59
0,1168125,1169457,16
1,1168343,1169669,59
0,1169551,1170883,16
1,1169759,1171085,59
0,1170976,1172308,16
1,1171185,1172511,59
0,1172393,1173725,16
1,1172601,1173927,59
0,1173809,1175141,16
1,1174026,1175352,59
0,1175225,1176557,16
1,1175452,1176778,59
0,1176642,1177974,16
1,1176868,1178194,59
0,1178067,1179399,16
1,1178285,1179611,59
0,1179493,1180825,16
1,1179710,1181036,59
0,1180909,1182241,16
1,1181135,1182461,59
0,1182334,1183666,16
1,1182552,1183878,59
0,1183751,1185083,16
1,1183968,1185294,59
0,1185176,1186508,16
1,1185394,1186720,59
0,1186602,1187934,16
1,1186819,1188145,59
0,1188027,1189359,16
1,1188235,1189561,59
0,1189452,1190784,16
1,1189652,1190978,59
0,1190878,1192210,16
1,1191077,1192403,59
0,1192303,1193635,16
1,1192494,1193820,59
0,1193720,1195052,16
1,1193919,1195245,59
0,1195145,1196477,16
1,1195344,1196670,59
0,1196570,1197902,16
1,1196761,1198087,59
0,1197996,1199328,16
1,1198186,1199512,59
0,1199412,1200744,16
1,1199603,1200929,59
0,1200829,1202161,16
1,1201028,1202354,59
0,1202254,1203586,16
1,1202453,1203779,59
0,1203670,1205002,16
1,1203879,1205205,59
0,1205087,1206419,16
1,1205304,1206630,59
0,1206503,1207835,16
1,1206730,1208056,59
0,1207920,1209252,16
1,1208146,1209472,59
0,1209336,1210668,16
1,1209571,1210897,59
0,1210752,1212084,16
1,1210988,1212314,59
0,1212169,1213501,16
1,1212413,1213739,59
0,1213585,1214917,16
1,1213830,1215156,59
0,1215002,1216334,16
1,1215246,1216572,59
0,1216427,1217759,16
1,1216662,1217988,59
0,1217843,1219175,16
1,1218088,1219414,59
0,1219260,1220592,16
1,1219504,1220830,59
0,1220676,1222008,16
1,1220921,1222247,59
0,1222093,1223425,16
1,1222337,1223663,59
0,1223509,1224841,16
1,1223762,1225088,59
0,1224934,1226266,16
1,1225188,1226514,59
0,1226360,1227692,16
1,1226604,1227930,59
0,1227785,1229117,16
1,1228021,1229347,59
1,1230151,1231477,59
1,1231567,1232893,59
1,1232993,1234319,59
OBSS,1233120,1238596,68
0,1233120,1234452,16
1,1234418,1235744,59
1,1235835,1237161,59
1,1237260,1238586,59
1,1238676,1240002,59
OBSS,1238689,1244165,68
1,1240093,1240236,4
OBSS,1244258,1249734,68
OBSS,1249828,1255304,68
OBSS,1255397,1260873,68
OBSS,1260958,1266434,68
OBSS,1266527,1272003,68
OBSS,1272087,1277563,68
0,1277752,1278934,14
1,1278991,1279392,16
OBSS,1279085,1284561,68
1,1279464,1280341,38
1,1280441,1281767,59
1,1281857,1283183,59
1,1283274,1284600,59
0,1284645,1285977,16
1,1284699,1286025,59
0,1286070,1287402,16
1,1286124,1287450,59
0,1287496,1288828,16
1,1287541,1288867,59
0,1288921,1290253,16
1,1288966,1290292,59
0,1290347,1291679,16
1,1290383,1291709,59
0,1291772,1293104,16
1,1291808,1293134,59
0,1293188,1294520,16
1,1293224,1294550,59
0,1294605,1295937,16
1,1294650,1295976,59
0,1296021,1297353,16
1,1296066,1297392,59
0,1297438,1298770,16
1,1297492,1298818,59
0,1298863,1300195,16
1,1298908,1300234,59
0,1300279,1301611,16
1,1300324,1301650,59
0,1301705,1303037,16
1,1301741,1303067,59
0,1303121,1304453,16
1,1303157,1304483,59
0,1304538,1305870,16
1,1304583,1305909,59
0,1305954,1307286,16
1,1306008,1307334,59
0,1307379,1308711,16
1,1307424,1308750,59
0,1308796,1310128,16
1,1308850,1310176,59
0,1310221,1311553,16
1,1310275,1311601,59
0,1311647,1312979,16
1,1311701,1313027,59
0,1313063,1314395,16
1,1313117,1314443,59
0,1314488,1315820,16
1,1314533,1315859,59
0,1315914,1317246,16
1,1315959,1317285,59
0,1317330,1318662,16
1,1317375,1318701,59
0,1318747,1320079,16
1,1318792,1320118,59
0,1320163,1321495,16
1,1320208,1321534,59
0,1321588,1322920,16
1,1321633,1322959,59
0,1323014,1324346,16
1,1323059,1324385,59
0,1324439,1325771,16
1,1324484,1325810,59
0,1325865,1327197,16
1,1325901,1327227,59
0,1327281,1328613,16
1,1327326,1328652,59
0,1328706,1330038,16
1,1328742,1330068,59
0,1330132,1331464,16
1,1330159,1331485,59
1,1332289,1333615,59
1,1333715,1335041,59
1,1335131,1336457,59
OBSS,1335466,1340942,68
0,1335466,1336798,16
1,1336547,1337873,59
1,1337973,1339299,59
1,1339389,1340715,59
1,1340806,1342132,59
OBSS,1341036,1346512,68
1,1342231,1342374,4
OBSS,1346596,1352072,68
0,1352260,1353442,14
1,1353499,1353900,16
OBSS,1353593,1359069,68
1,1353973,1354850,38
1,1354940,1356266,59
1,1356366,1357692,59
1,1357782,1359108,59
0,1359154,1360486,16
1,1359199,1360525,59
0,1360570,1361902,16
1,1360624,1361950,59
0,1361995,1363327,16
1,1362049,1363375,59
0,1363412,1364744,16
1,1363466,1364792,59
0,1364828,1366160,16
1,1364882,1366208,59
0,1366245,1367577,16
1,1366308,1367634,59
0,1367661,1368993,16
1,1367733,1369059,59
0,1369077,1370409,16
1,1369149,1370475,59
0,1370503,1371835,16
1,1370566,1371892,59
0,1371928,1373260,16
1,1371991,1373317,59
0,1373354,1374686,16
1,1373417,1374743,59
0,1374770,1376102,16
1,1374833,1376159,59
0,1376195,1377527,16
1,1376249,1377575,59
0,1377621,1378953,16
1,1377675,1379001,59
0,1379046,1380378,16
1,1379091,1380417,59
0,1380463,1381795,16
1,1380517,1381843,59
0,1381888,1383220,16
1,1381942,1383268,59
0,1383304,1384636,16
1,1383367,1384693,59
0,1384730,1386062,16
1,1384793,1386119,59
0,1386146,1387478,16
1,1386218,1387544,59
0,1387563,1388895,16
1,1387644,1388970,59
0,1388988,1390320,16
1,1389069,1390395,59
0,1390413,1391745,16
1,1390494,1391820,59
0,1391830,1393162,16
1,1391920,1393246,59
0,1393246,1394578,16
1,1393345,1394671,59
0,1394663,1395995,16
1,1394771,1396097,59
0,1396079,1397411,16
1,1396187,1397513,59
0,1397504,1398836,16
1,1397612,1398938,59
0,1398930,1400262,16
1,1399038,1400364,59
0,1400355,1401687,16
1,1400454,1401780,59
0,1401781,1403113,16
1,1401880,1403206,59
0,1403206,1404538,16
1,1403296,1404622,59
0,1404631,1405963,16
1,1404712,1406038,59
0,1406048,1407380,16
1,1406138,1407464,59
0,1407473,1408805,16
1,1407563,1408889,59
0,1408890,1410222,16
1,1408980,1410306,59
0,1410315,1411647,16
1,1410396,1411722,59
0,1411740,1413072,16
1,1411812,1413138,59
0,1413166,1414498,16
1,1413238,1414564,59
0,1414582,1415914,16
1,1414663,1415989,59
0,1416008,1417340,16
1,1416080,1417406,59
0,1417424,1418756,16
1,1417505,1418831,59
0,1418840,1420172,16
1,1418930,1420256,59
0,1420257,1421589,16
1,1420347,1421673,59
0,1421682,1423014,16
1,1421772,1423098,59
0,1423099,1424431,16
1,1423198,1424524,59
0,1424524,1425856,16
1,1424614,1425940,59
0,1425949,1427281,16
1,1426039,1427365,59
0,1427366,1428698,16
1,1427465,1428791,59
0,1428782,1430114,16
1,1428881,1430207,59
0,1430199,1431531,16
1,1430307,1431633,59
0,1431615,1432947,16
1,1431723,1433049,59
0,1433031,1434363,16
1,1433148,1434474,59
1,1435288,1436614,59
1,1436713,1438039,59
1,1438130,1439456,59
OBSS,1438366,1443842,68
1,1439555,1440881,59
1,1440980,1442306,59
1,1442406,1443732,59
1,1443822,1445148,59
0,1443926,1445258,16
1,1445248,1446574,59
0,1445352,1446684,16
1,1446673,1447999,59
0,1446777,1448109,16
1,1448098,1449424,59
0,1448202,1449534,16
1,1449515,1450841,59
0,1449619,1450951,16
1,1450940,1452266,59
0,1451044,1452376,16
1,1452357,1453683,59
0,1452461,1453793,16
1,1453773,1455099,59
0,1453886,1455218,16
1,1455189,1456515,59
0,1455302,1456634,16
1,1456615,1457941,59
0,1456719,1458051,16
1,1458040,1459366,59
0,1458144,1459476,16
1,1459466,1460792,59
0,1459570,1460902,16
1,1460882,1462208,59
0,1460986,1462318,16
1,1462298,1463624,59
0,1462402,1463734,16
1,1463715,1465041,59
0,1463828,1465160,16
1,1465140,1466466,59
0,1465244,1466576,16
1,1466557,1467883,59
0,1466661,1467993,16
1,1467982,1469308,59
0,1468086,1469418,16
1,1469407,1470733,59
0,1469502,1470834,16
1,1470824,1472150,59
0,1470928,1472260,16
1,1472240,1473566,59
0,1472344,1473676,16
1,1473657,1474983,59
0,1473761,1475093,16
1,1475082,1476408,59
0,1475177,1476509,16
1,1476498,1477824,59
0,1476602,1477934,16
1,1477915,1479241,59
0,1478019,1479351,16
1,1479331,1480657,59
0,1479444,1480776,16
1,1480748,1482074,59
0,1480861,1482193,16
1,1482173,1483499,59
0,1482277,1483609,16
1,1483598,1484924,59
0,1483693,1485025,16
1,1485024,1486350,59
0,1485119,1486451,16
1,1486449,1487775,59
0,1486535,1487867,16
1,1487875,1489201,59
0,1487952,1489284,16
1,1489291,1490617,59
0,1489368,1490700,16
1,1490716,1492042,59
0,1490793,1492125,16
1,1492142,1493468,59
0,1492210,1493542,16
1,1493558,1494884,59
0,1493626,1494958,16
1,1494984,1496310,59
0,1495052,1496384,16
1,1496409,1497735,59
0,1496477,1497809,16
1,1497834,1499160,59
0,1497902,1499234,16
1,1499260,1500586,59
0,1499328,1500660,16
